"medal_date","medal_type","name","gender","country_long","discipline","event","birth_date","code_athlete"
"2024-08-08","Bronze ","MORENO Joan Antoni","Male","Spain","Canoe Sprint","Men's Canoe Double 500m","2000-04-04",1954023
"2024-08-05","Bronze ","PUKELIS Aurelijus","Male","Lithuania","3x3 Basketball","Men","1994-05-17",1943471
"2024-08-05","Gold ","GREINACHER Sonja","Female","Germany","3x3 Basketball","Women","1992-07-01",1898816
"2024-08-05","Silver ","ALONSO Gracia","Female","Spain","3x3 Basketball","Women","1992-08-11",1958461
"2024-08-05","Silver ","YGUERAVIDE Sandra","Female","Spain","3x3 Basketball","Women","1984-12-28",1958573
"2024-08-05","Silver ","GIMENO Vega","Female","Spain","3x3 Basketball","Women","1991-01-08",1958504
"2024-08-05","Silver ","CAMILION Juana","Female","Spain","3x3 Basketball","Women","1999-03-22",1958475
"2024-08-09","Gold ","CONSONNI Chiara","Female","Italy","Cycling Track","Women's Madison","1999-06-24",1923048
"2024-08-09","Silver ","EVANS Neah","Female","Great Britain","Cycling Track","Women's Madison","1990-08-01",1912519
"2024-08-06","Silver ","YANG Wenlu","Female","People's Republic of China","Boxing","Women's 60kg","1991-01-13",1926828
"2024-07-28","Gold ","MARTINENGHI Nicolo","Male","Italy","Swimming","Men's 100m Breaststroke","1999-08-01",1925633
"2024-07-29","Gold ","YANG Hao","Male","People's Republic of China","Diving","Men's Synchronised 10m Platform","1998-02-03",1901554
"2024-07-29","Silver ","WILLIAMS Noah","Male","Great Britain","Diving","Men's Synchronised 10m Platform","2000-05-15",1900857
"2024-08-10","Silver ","ALBICY Andrew","Male","France","Basketball","Men","1990-03-21",1573627
"2024-08-10","Bronze ","ROGGE Lieke","Female","Netherlands","Water Polo","Women","2000-11-30",1968850
"2024-08-05","Bronze ","HAMBY Dearica","Female","United States of America","3x3 Basketball","Women","1993-11-06",1954736
"2024-08-10","Bronze ","MOOLHUIJZEN Lola","Female","Netherlands","Water Polo","Women","2004-08-17",1968854
"2024-08-07","Silver ","ZHADRAYEV Demeu","Male","Kazakhstan","Wrestling","Men's Greco-Roman 77kg","1989-11-02",1958652
"2024-08-07","Bronze ","AMOYAN Malkhas","Male","Armenia","Wrestling","Men's Greco-Roman 77kg","1999-01-22",1532873
"2024-08-07","Bronze ","MAKHMUDOV Akzhol","Male","Kyrgyzstan","Wrestling","Men's Greco-Roman 77kg","1999-04-15",1566627
"2024-08-10","Bronze ","BUIS Sarah","Female","Netherlands","Water Polo","Women","2000-03-20",1968846
"2024-08-03","Silver ","JEON Eunhye","Female","Republic of Korea","Fencing","Women's Sabre Team","1997-08-01",1927122
"2024-08-03","Bronze ","EMURA Misaki","Female","Japan","Fencing","Women's Sabre Team","1998-11-20",1896542
"2024-08-03","Bronze ","TAKASHIMA Risa","Female","Japan","Fencing","Women's Sabre Team","1999-02-08",1896519
"2024-08-03","Gold ","BUCHARD Amandine","Female","France","Judo","Mixed Team","1995-07-12",1891283
"2024-07-27","Gold ","CHANG Yani","Female","People's Republic of China","Diving","Women's Synchronised 3m Springboard","2001-12-07",1901539
"2024-07-27","Gold ","CHEN Yiwen","Female","People's Republic of China","Diving","Women's Synchronised 3m Springboard","1999-06-15",1901538
"2024-08-03","Gold ","CYSIQUE Sarah Leonie","Female","France","Judo","Mixed Team","1998-07-06",1891286
"2024-08-10","Gold ","RUSSELL Masai","Female","United States of America","Athletics","Women's 100m Hurdles","2000-06-17",1960169
"2024-08-10","Gold ","KIPYEGON Faith","Female","Kenya","Athletics","Women's 1500m","1994-01-10",1910451
"2024-08-01","Gold ","WEINTRAUB Maia Mei","Female","United States of America","Fencing","Women's Foil Team","2002-10-24",1950659
"2024-08-03","Silver ","BROWN Kaylyn","Female","United States of America","Athletics","4 x 400m Relay Mixed","2004-12-31",1960650
"2024-08-03","Silver ","LITTLE Shamier","Female","United States of America","Athletics","4 x 400m Relay Mixed","1995-03-20",1960179
"2024-07-27","Silver ","TAYLOR Kai","Male","Australia","Swimming","Men's 4 x 100m Freestyle Relay","2003-08-18",1946196
"2024-08-05","Bronze ","BURDICK Cierra","Female","United States of America","3x3 Basketball","Women","1993-09-30",1954768
"2024-08-03","Silver ","NEUGEBAUER Leo","Male","Germany","Athletics","Men's Decathlon","2000-06-19",1920180
"2024-07-27","Bronze ","HARPER Yasmin","Female","Great Britain","Diving","Women's Synchronised 3m Springboard","2000-07-28",1900841
"2024-08-03","Gold ","CROUSER Ryan","Male","United States of America","Athletics","Men's Shot Put","1992-12-18",1960688
"2024-08-01","Bronze ","SPOORS Phoebe","Female","New Zealand","Rowing","Women's Four","1993-08-11",1927007
"2024-08-03","Bronze ","HAYDOCK-WILSON Alex","Male","Great Britain","Athletics","4 x 400m Relay Mixed","1999-07-28",1924426
"2024-07-30","Bronze ","MAHER Ilona","Female","United States of America","Rugby Sevens","Women","1996-08-12",1950498
"2024-07-27","Silver ","CARTWRIGHT Jack","Male","Australia","Swimming","Men's 4 x 100m Freestyle Relay","1998-09-22",1946186
"2024-08-10","Bronze ","OGRODNIKOVA Nikola","Female","Czechia","Athletics","Women's Javelin Throw","1990-08-18",1892137
"2024-08-03","Gold ","BOLDING Morgan","Male","Great Britain","Rowing","Men's Eight","1995-05-13",1901036
"2024-08-03","Gold ","DAWSON Jacob","Male","Great Britain","Rowing","Men's Eight","1993-11-02",1901051
"2024-08-03","Gold ","ELWES Charles","Male","Great Britain","Rowing","Men's Eight","1997-07-15",1901062
"2024-08-03","Gold ","DIGBY Tom","Male","Great Britain","Rowing","Men's Eight","1998-07-23",1901056
"2024-08-03","Gold ","RUDKIN James","Male","Great Britain","Rowing","Men's Eight","1994-07-07",1901089
"2024-07-29","Silver ","DALEY Thomas","Male","Great Britain","Diving","Men's Synchronised 10m Platform","1994-05-21",1900838
"2024-07-30","Gold ","FELIX-HOTHAM Jazmin","Female","New Zealand","Rugby Sevens","Women","2000-07-02",1926634
"2024-08-10","Gold ","HAYES Quanera","Female","United States of America","Athletics","Women's 4 x 400m Relay","1992-03-07",1961016
"2024-08-10","Gold ","HOLMES Alexis","Female","United States of America","Athletics","Women's 4 x 400m Relay","2000-01-28",1960909
"2024-08-10","Silver ","STRAZEL Matthew","Male","France","Basketball","Men","2002-08-05",1573660
"2024-08-10","Silver ","COULIBALY Bilal","Male","France","Basketball","Men","2004-07-26",1573642
"2024-08-10","Bronze ","PLAVSIC Uros","Male","Serbia","Basketball","Men","1998-12-22",1948421
"2024-08-10","Bronze ","PETRUSEV Fili","Male","Serbia","Basketball","Men","2000-04-15",1948420
"2024-08-10","Bronze ","JOVIC Nikola","Male","Serbia","Basketball","Men","2003-06-09",1948413
"2024-08-10","Bronze ","BOGDANOVIC Bogdan","Male","Serbia","Basketball","Men","1992-08-18",1948404
"2024-08-10","Bronze ","MARINKOVIC Vanja","Male","Serbia","Basketball","Men","1997-01-09",1948416
"2024-08-10","Bronze ","JOKIC Nikola","Male","Serbia","Basketball","Men","1995-02-19",1948411
"2024-08-10","Bronze ","LEE Eunhye","Female","Republic of Korea","Table Tennis","Women's Team","1995-05-02",1936425
"2024-08-10","Gold ","GREBENNIKOV Jenia","Male","France","Volleyball","Men","1990-08-13",1574049
"2024-08-09","Bronze ","TEACHOUT Kristina","Female","United States of America","Taekwondo","Women -67kg","2005-09-13",1930773
"2024-07-31","Gold ","LEDECKY Katie","Female","United States of America","Swimming","Women's 1500m Freestyle","1997-03-17",1935938
"2024-07-31","Silver ","KIRPICHNIKOVA Anastasiia","Female","France","Swimming","Women's 1500m Freestyle","2000-06-24",1909209
"2024-07-31","Bronze ","GOSE Isabel","Female","Germany","Swimming","Women's 1500m Freestyle","2002-05-09",1907171
"2024-07-31","Gold ","YEE Alex","Male","Great Britain","Triathlon","Men's Individual","1998-02-18",1904251
"2024-07-31","Bronze ","BERGERE Leo","Male","France","Triathlon","Men's Individual","1996-06-28",1543967
"2024-08-09","Silver ","CAKIROGLU Buse Naz","Female","Türkiye","Boxing","Women's 50kg","1996-05-26",1568182
"2024-08-09","Silver ","SIMBINE Akani","Male","South Africa","Athletics","Men's 4 x 100m Relay","1993-09-21",1981055
"2024-08-11","Silver ","MATCHARASHVILI Givi","Male","Georgia","Wrestling","Men's Freestyle 97kg","1997-05-17",1552495
"2024-08-11","Bronze ","MAGOMEDOV Magomedkhan","Male","Azerbaijan","Wrestling","Men's Freestyle 97kg","1998-01-27",1981785
"2024-07-29","Bronze ","OSMANOV Adil","Male","Republic of Moldova","Judo","Men -73 kg","2000-07-02",1563437
"2024-08-11","Bronze ","BOWEN Alex","Male","United States of America","Water Polo","Men","1993-09-04",1908350
"2024-08-11","Bronze ","DODD Chase William","Male","United States of America","Water Polo","Men","2003-04-05",1908354
"2024-08-11","Bronze ","DODD Ryder","Male","United States of America","Water Polo","Men","2006-01-19",1908355
"2024-08-09","Gold ","LOPEZ Fermin","Male","Spain","Football","Men","2003-05-11",1942221
"2024-08-09","Gold ","PACHECO Jon","Male","Spain","Football","Men","2001-01-08",1942259
"2024-08-09","Gold ","BERNABE Adrian","Male","Spain","Football","Men","2001-05-26",1942039
"2024-08-02","Bronze ","KIM Hayun","Female","Republic of Korea","Judo","Women +78 kg","2000-01-07",1928070
"2024-07-27","Gold ","JACK Shayna","Female","Australia","Swimming","Women's 4 x 100m Freestyle Relay","1998-11-06",1946227
"2024-07-31","Silver ","GEMESI Csanad","Male","Hungary","Fencing","Men's Sabre Team","1986-11-13",1946361
"2024-08-08","Silver ","BOSCO Eugenia","Female","Argentina","Sailing","Mixed Multihull","1997-06-12",1538028
"2024-08-08","Bronze ","WILKINSON Micah","Male","New Zealand","Sailing","Mixed Multihull","1996-02-06",1918835
"2024-08-08","Bronze ","DAWSON Erica","Female","New Zealand","Sailing","Mixed Multihull","1994-07-24",1918832
"2024-08-09","Gold ","ADJIBI Eliezer","Male","Canada","Athletics","Men's 4 x 100m Relay","2000-09-23",1974038
"2024-08-10","Bronze ","OHURUOGU Victoria","Female","Great Britain","Athletics","Women's 4 x 400m Relay","1993-02-28",1924470
"2024-08-10","Bronze ","WILLIAMS Jodie","Female","Great Britain","Athletics","Women's 4 x 400m Relay","1993-09-28",1924506
"2024-07-29","Gold ","McINTOSH Summer","Female","Canada","Swimming","Women's 400m Individual Medley","2006-08-18",1967140
"2024-07-29","Silver ","GRIMES Katie","Female","United States of America","Swimming","Women's 400m Individual Medley","2006-01-08",1935909
"2024-08-10","Bronze ","YEARGIN Nicole","Female","Great Britain","Athletics","Women's 4 x 400m Relay","1997-08-11",1924509
"2024-08-10","Gold ","MURPHY Casey","Female","United States of America","Football","Women","1996-04-25",1943574
"2024-08-10","Gold ","BETHUNE Croix","Female","United States of America","Football","Women","2001-03-14",4665325
"2024-08-05","Silver ","KOVTUN Illia","Male","Ukraine","Artistic Gymnastics","Men's Parallel Bars","2003-08-10",1897555
"2024-07-31","Silver ","CHIUMENTO Luca","Male","Italy","Rowing","Men's Quadruple Sculls","1997-11-19",1547863
"2024-07-31","Silver ","RAMBALDI Luca","Male","Italy","Rowing","Men's Quadruple Sculls","1994-12-09",1560781
"2024-08-10","Gold ","SAMS Emily","Female","United States of America","Football","Women","1999-07-01",1943569
"2024-08-10","Silver ","ANTONIA","Female","Brazil","Football","Women","1994-04-26",1967575
"2024-08-10","Silver ","TARCIANE","Female","Brazil","Football","Women","2003-05-27",1967629
"2024-08-10","Silver ","RAFAELLE","Female","Brazil","Football","Women","1991-06-18",1967625
"2024-08-10","Gold ","SUN Yingsha","Female","People's Republic of China","Table Tennis","Women's Team","2000-11-04",1902313
"2024-08-10","Gold ","le GOFF Nicolas","Male","France","Volleyball","Men","1992-02-15",1574057
"2024-08-03","Silver ","RAM Rajeev","Male","United States of America","Tennis","Men's Doubles","1984-03-18",1930804
"2024-08-03","Bronze ","FRITZ Taylor","Male","United States of America","Tennis","Men's Doubles","1997-10-28",1930782
"2024-08-07","Bronze ","KHAMBAO Surodchana","Female","Thailand","Weightlifting","Women's 49kg","1999-12-23",1898024
"2024-07-30","Bronze ","LEVY Sarah","Female","United States of America","Rugby Sevens","Women","1995-12-27",1950496
"2024-07-30","Bronze ","KIRSHE Kristi","Female","United States of America","Rugby Sevens","Women","1994-10-14",1950495
"2024-07-30","Gold ","ARUNOVIC Zorana","Female","Serbia","Shooting","10m Air Pistol Mixed Team","1986-11-22",1956347
"2024-08-03","Silver ","QIN Haiyang","Male","People's Republic of China","Swimming","Mixed 4 x 100m Medley Relay","1999-05-17",1945128
"2024-08-04","Silver ","ANDREEVA Mirra","Female","AIN","Tennis","Women's Doubles","2007-04-29",1979734
"2024-08-04","Silver ","SHNAIDER Diana","Female","AIN","Tennis","Women's Doubles","2004-04-02",1979732
"2024-08-04","Bronze ","BUCSA Cristina","Female","Spain","Tennis","Women's Doubles","1998-01-01",1563687
"2024-07-30","Gold ","MIKEC Damir","Male","Serbia","Shooting","10m Air Pistol Mixed Team","1984-03-31",1956356
"2024-07-30","Silver ","TARHAN Sevval Ilayda","Female","Türkiye","Shooting","10m Air Pistol Mixed Team","2000-02-04",1564886
"2024-07-30","Bronze ","BHAKER Manu","Female","India","Shooting","10m Air Pistol Mixed Team","2002-02-18",1538159
"2024-07-30","Bronze ","SINGH Sarabjot","Male","India","Shooting","10m Air Pistol Mixed Team","2001-09-30",1545464
"2024-08-02","Bronze ","ZHANG Qiongyue","Female","People's Republic of China","Shooting","50m Rifle 3 Positions Women","2004-03-12",1913972
"2024-08-02","Gold ","MARCHAND Leon","Male","France","Swimming","Men's 200m Individual Medley","2002-05-17",1909294
"2024-08-02","Silver ","SCOTT Duncan","Male","Great Britain","Swimming","Men's 200m Individual Medley","1997-05-06",1903621
"2024-08-02","Gold ","McEVOY Cameron","Male","Australia","Swimming","Men's 50m Freestyle","1994-05-13",1946161
"2024-07-30","Gold ","McMILLAN Jack","Male","Great Britain","Swimming","Men's 4 x 200m Freestyle Relay","2000-01-14",1903602
"2024-08-09","Gold ","RUIZ Abel","Male","Spain","Football","Men","2000-01-28",1942280
"2024-08-03","Silver ","XU Jiayu","Male","People's Republic of China","Swimming","Mixed 4 x 100m Medley Relay","1995-08-19",1945132
"2024-07-30","Bronze ","NEILL Thomas","Male","Australia","Swimming","Men's 4 x 200m Freestyle Relay","2002-06-09",1946231
"2024-08-10","Silver ","LAUREN","Female","Brazil","Football","Women","2002-09-13",1967606
"2024-08-03","Gold ","KHARLAN Olga","Female","Ukraine","Fencing","Women's Sabre Team","1990-09-04",1897644
"2024-08-02","Bronze ","DICKO Romane","Female","France","Judo","Women +78 kg","1999-09-30",1891300
"2024-07-30","Silver ","ESPOSITO Manila","Female","Italy","Artistic Gymnastics","Women's Team","2006-11-02",1560762
"2024-07-30","Bronze ","WINNINGTON Elijah","Male","Australia","Swimming","Men's 4 x 200m Freestyle Relay","2000-05-05",1946172
"2024-07-30","Gold ","WANG Chuqin","Male","People's Republic of China","Table Tennis","Mixed Doubles","2000-05-11",1902301
"2024-07-30","Gold ","SUN Yingsha","Female","People's Republic of China","Table Tennis","Mixed Doubles","2000-11-04",1902313
"2024-08-08","Gold ","de MOL Joe","Male","Netherlands","Hockey","Men","1995-12-10",1971956
"2024-08-08","Gold ","van HEIJNINGEN Steijn","Male","Netherlands","Hockey","Men","1997-01-28",1971932
"2024-08-08","Gold ","BLAAK Pirmin","Male","Netherlands","Hockey","Men","1988-03-08",1971910
"2024-08-07","Silver ","SHIELDS Nicole","Female","New Zealand","Cycling Track","Women's Team Pursuit","1999-09-09",1945061
"2024-08-09","Gold ","AMI","Female","Japan","Breaking","B-Girls","1998-12-11",1953038
"2024-08-09","Silver ","YANG Liu","Female","People's Republic of China","Boxing","Women's 66kg","1992-05-20",1926827
"2024-08-09","Bronze ","671","Female","People's Republic of China","Breaking","B-Girls","2005-10-19",1909907
"2024-08-09","Gold ","FUKSA Martin","Male","Czechia","Canoe Sprint","Men's Canoe Single 1000m","1993-04-30",1878716
"2024-08-03","Bronze ","ANDERSON Iona","Female","Australia","Swimming","Mixed 4 x 100m Medley Relay","2005-10-03",1946183
"2024-08-03","Gold ","PETREANU Victoria Stefania","Female","Romania","Rowing","Women's Eight","2003-01-21",1550542
"2024-08-03","Silver ","SEVICK Jessica","Female","Canada","Rowing","Women's Eight","1989-07-15",1967522
"2024-08-03","Silver ","MESCHKULEIT Maya","Female","Canada","Rowing","Women's Eight","2001-07-28",1967515
"2024-08-03","Silver ","GRUCHALLA-WESIERSKI Kasia","Female","Canada","Rowing","Women's Eight","1991-03-31",1967511
"2024-08-03","Silver ","WASTENEYS Avalon","Female","Canada","Rowing","Women's Eight","1997-08-31",1967530
"2024-08-07","Gold ","PARK Taejoon","Male","Republic of Korea","Taekwondo","Men -58kg","2004-06-06",1904040
"2024-08-04","Bronze ","REYES PLA Enmanuel","Male","Spain","Boxing","Men's 92kg","1992-12-14",1934790
"2024-08-01","Bronze ","TANG Muhan","Female","People's Republic of China","Swimming","Women's 4 x 200m Freestyle Relay","2003-09-04",1945224
"2024-08-01","Bronze ","GE Chutong","Female","People's Republic of China","Swimming","Women's 4 x 200m Freestyle Relay","2003-09-23",1945171
"2024-08-01","Bronze ","LIU Yaxin","Female","People's Republic of China","Swimming","Women's 4 x 200m Freestyle Relay","1999-06-16",1945223
"2024-08-06","Silver ","TURNBULL Hamish","Male","Great Britain","Cycling Track","Men's Team Sprint","1999-07-13",1912568
"2024-08-10","Silver ","GLAUSER Laura","Female","France","Handball","Women","1993-08-20",1879834
"2024-08-10","Gold ","LI Qian","Female","People's Republic of China","Boxing","Women's 75kg","1990-06-06",1926826
"2024-08-07","Silver ","HUNTER Keana","Female","United States of America","Artistic Swimming","Team","2004-03-04",1943043
"2024-08-07","Silver ","KWON Audrey","Female","United States of America","Artistic Swimming","Team","2006-06-16",1943044
"2024-08-07","Silver ","LUU Jacklyn","Female","United States of America","Artistic Swimming","Team","1999-04-30",1943046
"2024-08-11","Silver ","PARK Hyejeong","Female","Republic of Korea","Weightlifting","Women's +81kg","2003-03-12",1894414
"2024-07-30","Gold ","WIFFEN Daniel","Male","Ireland","Swimming","Men's 800m Freestyle","2001-07-14",1539969
"2024-08-11","Silver ","LACAN Leila","Female","France","Basketball","Women","2004-06-02",1573449
"2024-08-10","Gold ","CARRINGTON Lisa","Female","New Zealand","Canoe Sprint","Women's Kayak Single 500m","1989-06-23",1945383
"2024-08-10","Silver ","CSIPES Tamara","Female","Hungary","Canoe Sprint","Women's Kayak Single 500m","1989-08-24",1568350
"2024-08-11","Silver ","BERNIES Romane","Female","France","Basketball","Women","1993-06-27",1573441
"2024-08-11","Silver ","ROBINSON Kelsey","Female","United States of America","Volleyball","Women","1992-06-25",1917760
"2024-08-11","Silver ","THOMPSON Jordan","Female","United States of America","Volleyball","Women","1997-05-05",1917765
"2024-08-08","Gold ","TELGENKAMP Duco","Male","Netherlands","Hockey","Men","2002-07-17",1971968
"2024-08-01","Bronze ","PALTCHIK Peter","Male","Israel","Judo","Men -100 kg","1992-01-04",1892957
"2024-08-01","Gold ","KOS Hubert","Male","Hungary","Swimming","Men's 200m Backstroke","2003-03-28",1904977
"2024-08-01","Silver ","CHRISTOU Apostolos","Male","Greece","Swimming","Men's 200m Backstroke","1996-11-01",1954557
"2024-08-01","Bronze ","MITYUKOV Roman","Male","Switzerland","Swimming","Men's 200m Backstroke","2000-07-30",1977754
"2024-08-03","Gold ","GABA Joan-Benjamin","Male","France","Judo","Mixed Team","2001-01-07",1891311
"2024-08-11","Gold ","HALD Simon","Male","Denmark","Handball","Men","1994-09-28",1895234
"2024-07-31","Gold ","PAN Zhanle","Male","People's Republic of China","Swimming","Men's 100m Freestyle","2004-08-04",1945148
"2024-07-31","Silver ","CHALMERS Kyle","Male","Australia","Swimming","Men's 100m Freestyle","1998-06-25",1946200
"2024-07-31","Bronze ","POPOVICI David","Male","Romania","Swimming","Men's 100m Freestyle","2004-09-15",1543549
"2024-08-01","Gold ","BILES Simone","Female","United States of America","Artistic Gymnastics","Women's All-Around","1997-03-14",1959861
"2024-08-01","Silver ","ANDRADE Rebeca","Female","Brazil","Artistic Gymnastics","Women's All-Around","1999-05-08",1953634
"2024-08-01","Bronze ","LEE Sunisa","Female","United States of America","Artistic Gymnastics","Women's All-Around","2003-03-09",1959866
"2024-08-01","Gold ","PINTADO Brian Daniel","Male","Ecuador","Athletics","Men's 20km Race Walk","1995-07-29",1929767
"2024-08-01","Silver ","BONFIM Caio","Male","Brazil","Athletics","Men's 20km Race Walk","1991-03-19",1951928
"2024-08-01","Bronze ","MARTIN Alvaro","Male","Spain","Athletics","Men's 20km Race Walk","1994-06-18",1904165
"2024-08-01","Gold ","YANG Jiayu","Female","People's Republic of China","Athletics","Women's 20km Race Walk","1996-02-18",1919002
"2024-08-01","Silver ","PEREZ Maria","Female","Spain","Athletics","Women's 20km Race Walk","1996-04-29",1905369
"2024-08-01","Bronze ","MONTAG Jemima","Female","Australia","Athletics","Women's 20km Race Walk","1998-02-15",1939791
"2024-08-01","Silver ","SMITH Regan","Female","United States of America","Swimming","Women's 200m Butterfly","2002-02-09",1935984
"2024-08-01","Bronze ","ZHANG Yufei","Female","People's Republic of China","Swimming","Women's 200m Butterfly","1998-04-19",1945125
"2024-08-03","Bronze ","LEE Meng Yuan","Male","Chinese Taipei","Shooting","Skeet Men","1994-08-25",1569852
"2024-08-03","Silver ","RICHARDSON Sha'carri","Female","United States of America","Athletics","Women's 100m","2000-03-25",1960181
"2024-08-04","Bronze ","SMITH Austen Jewell","Female","United States of America","Shooting","Skeet Women","2001-07-23",1944397
"2024-08-04","Silver ","THOMPSON Kishane","Male","Jamaica","Athletics","Men's 100m","2001-07-17",1980161
"2024-08-04","Bronze ","KERLEY Fred","Male","United States of America","Athletics","Men's 100m","1995-05-07",1960958
"2024-07-27","Bronze ","van AERT Wout","Male","Belgium","Cycling Road","Men's Individual Time Trial","1994-09-15",1903147
"2024-08-04","Gold ","KATZBERG Ethan","Male","Canada","Athletics","Men's Hammer Throw","2002-04-05",1974151
"2024-08-04","Silver ","HALASZ Bence","Male","Hungary","Athletics","Men's Hammer Throw","1997-08-04",1916814
"2024-08-04","Bronze ","KOKHAN Mykhaylo","Male","Ukraine","Athletics","Men's Hammer Throw","2001-01-22",1571563
"2024-08-03","Bronze ","FORD Emily","Female","Great Britain","Rowing","Women's Eight","1994-11-08",1901065
"2024-08-11","Gold ","RASOVIC Strahinja","Male","Serbia","Water Polo","Men","1992-03-09",1956459
"2024-08-11","Gold ","RANDELOVIC Sava","Male","Serbia","Water Polo","Men","1993-07-17",1956456
"2024-08-11","Gold ","DEDOVIC Nikola","Male","Serbia","Water Polo","Men","1992-01-25",1956427
"2024-08-11","Gold ","DRASOVIC Radomir","Male","Serbia","Water Polo","Men","1997-07-22",1956432
"2024-08-05","Gold ","ALLMAN Valarie","Female","United States of America","Athletics","Women's Discus Throw","1995-02-23",1960721
"2024-08-05","Silver ","FENG Bin","Female","People's Republic of China","Athletics","Women's Discus Throw","1994-04-03",1919067
"2024-08-05","Bronze ","ELKASEVIC Sandra","Female","Croatia","Athletics","Women's Discus Throw","1990-06-21",1922205
"2024-08-05","Silver ","VITIDSARN Kunlavut","Male","Thailand","Badminton","Men's Singles","2001-05-11",1926294
"2024-08-05","Bronze ","LEE Zii Jia","Male","Malaysia","Badminton","Men's Singles","1998-03-29",1566617
"2024-08-05","Gold ","AN Se Young","Female","Republic of Korea","Badminton","Women's Singles","2002-02-05",1891498
"2024-08-05","Silver ","HE Bing Jiao","Female","People's Republic of China","Badminton","Women's Singles","1997-03-21",1913436
"2024-08-05","Gold ","BUTCHER Finn","Male","New Zealand","Canoe Slalom","Men's Kayak Cross","1995-03-17",1945386
"2024-08-05","Bronze ","WOODS Kimberley","Female","Great Britain","Canoe Slalom","Women's Kayak Cross","1995-09-08",1896045
"2024-08-05","Silver ","CHO Yeongjae","Male","Republic of Korea","Shooting","25m Rapid Fire Pistol Men","1999-01-15",1893852
"2024-08-06","Bronze ","ZHAO Jie","Female","People's Republic of China","Athletics","Women's Hammer Throw","2002-10-13",1919077
"2024-08-06","Bronze ","RICHARDSON Lewis","Male","Great Britain","Boxing","Men's 71kg","1997-06-04",1912009
"2024-08-06","Bronze ","KYZAIBAY Nazym","Female","Kazakhstan","Boxing","Women's 50kg","1993-09-14",1931331
"2024-08-08","Bronze ","LYLES Noah","Male","United States of America","Athletics","Men's 200m","1997-07-18",1960173
"2024-08-08","Bronze ","van den BOSSCHE Fabio","Male","Belgium","Cycling Track","Men's Omnium","2000-09-21",1915370
"2024-08-08","Silver ","NOLOT Lauriane","Female","France","Sailing","Women's Kite","1998-12-09",1559512
"2024-08-09","Silver ","VERDE ALVAREZ Marco Alonso","Male","Mexico","Boxing","Men's 71kg","2002-02-11",1535187
"2024-08-09","Bronze ","CHAARI Sarah","Female","Belgium","Taekwondo","Women -67kg","2005-05-02",1903284
"2024-08-09","Gold ","NASAR Karlos May","Male","Bulgaria","Weightlifting","Men's 89kg","2004-05-12",1903011
"2024-08-09","Silver ","LEE Spencer Richard","Male","United States of America","Wrestling","Men's Freestyle 57kg","1998-10-14",1955415
"2024-08-09","Bronze ","AMAN Aman","Male","India","Wrestling","Men's Freestyle 57kg","2003-07-16",1931496
"2024-08-09","Bronze ","ABDULLAEV Gulomjon","Male","Uzbekistan","Wrestling","Men's Freestyle 57kg","1998-11-11",1562157
"2024-08-10","Gold ","DING Xinyi","Female","People's Republic of China","Rhythmic Gymnastics","Group All-Around","2004-08-27",1927515
"2024-08-10","Gold ","GUO Qiqi","Female","People's Republic of China","Rhythmic Gymnastics","Group All-Around","1998-08-07",1927516
"2024-08-10","Gold ","HAO Ting","Female","People's Republic of China","Rhythmic Gymnastics","Group All-Around","2001-03-23",1927517
"2024-08-10","Gold ","HUANG Zhangjiayang","Female","People's Republic of China","Rhythmic Gymnastics","Group All-Around","2000-02-15",1927518
"2024-07-29","Gold ","CECCON Thomas","Male","Italy","Swimming","Men's 100m Backstroke","2001-01-27",1925635
"2024-08-07","Bronze ","STOJKOVIC Lena","Female","Croatia","Taekwondo","Women -49kg","2002-01-03",1569986
"2024-08-01","Bronze ","WILKES Oliver","Male","Great Britain","Rowing","Men's Four","1995-07-14",1901100
"2024-08-02","Bronze ","AUGER-ALIASSIME Felix","Male","Canada","Tennis","Mixed Doubles","2000-08-08",1972646
"2024-08-03","Gold ","DJALO Alpha Oumar","Male","France","Judo","Mixed Team","1996-09-05",1891314
"2024-07-30","Silver ","NORSTEN Carissa","Female","Canada","Rugby Sevens","Women","2003-11-07",1960812
"2024-08-03","Bronze ","FUKUSHIMA Shihomi","Female","Japan","Fencing","Women's Sabre Team","1995-06-19",1896541
"2024-08-03","Bronze ","OZAKI Seri","Female","Japan","Fencing","Women's Sabre Team","2002-09-22",1896522
"2024-08-03","Bronze ","RUSHER Nick","Male","United States of America","Rowing","Men's Eight","1999-06-10",1944757
"2024-08-03","Bronze ","TABASH Christian","Male","United States of America","Rowing","Men's Eight","1999-05-14",1944764
"2024-08-04","Bronze ","WANG Xueer","Female","People's Republic of China","Swimming","Women's 4 x 100m Medley Relay","1998-01-15",1945157
"2024-08-07","Silver ","STEWART Mark","Male","Great Britain","Cycling Track","Men's Team Pursuit","1995-08-25",1912557
"2024-08-03","Bronze ","LAPORTE Christophe","Male","France","Cycling Road","Men's Road Race","1992-12-11",1895694
"2024-08-03","Silver ","PRINCE Conner Lynn","Male","United States of America","Shooting","Skeet Men","2000-03-28",1944385
"2024-08-03","Gold ","MILAK Kristof","Male","Hungary","Swimming","Men's 100m Butterfly","2000-02-20",1905860
"2024-08-03","Silver ","LIENDO Josh","Male","Canada","Swimming","Men's 100m Butterfly","2002-08-20",1967069
